premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context
Many zombies read the letter.	There was no zombie.	weak	unreal	unembedded	negative	many	neutral
Many mermaids broadcast the message.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many goblins cast bronze into a statue.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many goblins spread the rumor.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many vampires hit the lights.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many unicorns put on a jacket.	There was no unicorn.	weak	unreal	unembedded	negative	many	neutral
Many vampires cut the ribbon.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many griffins put the book on the shelf.	There was no griffin.	weak	unreal	unembedded	negative	many	neutral
Many trolls put the book on the shelf.	There was no troll.	weak	unreal	unembedded	negative	many	neutral
Many vampires hit the ball.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many griffins read the letter.	There was no griffin.	weak	unreal	unembedded	negative	many	neutral
Many dragons broadcast the message.	There was no dragon.	weak	unreal	unembedded	negative	many	neutral
Many unicorns hit the gong.	There was no unicorn.	weak	unreal	unembedded	negative	many	neutral
Many griffins upset the boat.	There was no griffin.	weak	unreal	unembedded	negative	many	neutral
Many dragons hit the gong.	There was no dragon.	weak	unreal	unembedded	negative	many	neutral
Many trolls shut the door.	There was no troll.	weak	unreal	unembedded	negative	many	neutral
Many mermaids upset the boat.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many mermaids burst into the room.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many vampires upset the boat.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many vampires cut the ribbon.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many zombies burst into the room.	There was no zombie.	weak	unreal	unembedded	negative	many	neutral
Many mermaids hit the gong.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many mermaids hit the lights.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many krakens thrust the fork into the cake.	There was no kraken.	weak	unreal	unembedded	negative	many	neutral
Many zombies spread the rumor.	There was no zombie.	weak	unreal	unembedded	negative	many	neutral
Many mermaids thrust the fork into the cake.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many mermaids burst into the room.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many zombies set the table.	There was no zombie.	weak	unreal	unembedded	negative	many	neutral
Many centaurs read the letter.	There was no centaur.	weak	unreal	unembedded	negative	many	neutral
Many zombies cut the ribbon.	There was no zombie.	weak	unreal	unembedded	negative	many	neutral
Many mermaids hurt others.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many vampires spread the rumor.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many krakens put on a jacket.	There was no kraken.	weak	unreal	unembedded	negative	many	neutral
Many dragons thrust the fork into the cake.	There was no dragon.	weak	unreal	unembedded	negative	many	neutral
Many mermaids hit the lights.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many vampires set the table.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many trolls hurt others.	There was no troll.	weak	unreal	unembedded	negative	many	neutral
Many griffins spread the rumor.	There was no griffin.	weak	unreal	unembedded	negative	many	neutral
Many centaurs read the letter.	There was no centaur.	weak	unreal	unembedded	negative	many	neutral
Many goblins set the table.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many griffins put the book on the shelf.	There was no griffin.	weak	unreal	unembedded	negative	many	neutral
Many krakens slit the envelope.	There was no kraken.	weak	unreal	unembedded	negative	many	neutral
Many mermaids slit the envelope.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Many trolls thrust the fork into the cake.	There was no troll.	weak	unreal	unembedded	negative	many	neutral
Many vampires hurt others.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many dragons slit the envelope.	There was no dragon.	weak	unreal	unembedded	negative	many	neutral
Many goblins spread the rumor.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many vampires cast bronze into a statue.	There was no vampire.	weak	unreal	unembedded	negative	many	neutral
Many goblins spread the rumor.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many trolls hurt others.	There was no troll.	weak	unreal	unembedded	negative	many	neutral
Many zombies let the dog in.	There was no zombie.	weak	unreal	unembedded	negative	many	neutral
Many centaurs cast bronze into a statue.	There was no centaur.	weak	unreal	unembedded	negative	many	neutral
Many goblins cast bronze into a statue.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many goblins put the book on the shelf.	There was no goblin.	weak	unreal	unembedded	negative	many	neutral
Many trolls broadcast the message.	There was no troll.	weak	unreal	unembedded	negative	many	neutral
Many mermaids put the book on the shelf.	There was no mermaid.	weak	unreal	unembedded	negative	many	neutral
Two dragons spread the rumor.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two centaurs let the dog in.	There was no centaur.	weak	unreal	unembedded	negative	two	neutral
Two centaurs cast bronze into a statue.	There was no centaur.	weak	unreal	unembedded	negative	two	neutral
Two krakens cast bronze into a statue.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two krakens burst into the room.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two griffins put on a jacket.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two dragons hit the gong.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two goblins cut the ribbon.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two centaurs put the book on the shelf.	There was no centaur.	weak	unreal	unembedded	negative	two	neutral
Two griffins cut the ribbon.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two griffins cut the ribbon.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two krakens put the book on the shelf.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two dragons read the letter.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two mermaids broadcast the message.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two mermaids put the book on the shelf.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two zombies burst into the room.	There was no zombie.	weak	unreal	unembedded	negative	two	neutral
Two griffins upset the boat.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two unicorns shut the door.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two mermaids upset the boat.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two zombies shut the door.	There was no zombie.	weak	unreal	unembedded	negative	two	neutral
Two krakens read the letter.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two dragons upset the boat.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two griffins spread the rumor.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two trolls cut the ribbon.	There was no troll.	weak	unreal	unembedded	negative	two	neutral
Two trolls hit the gong.	There was no troll.	weak	unreal	unembedded	negative	two	neutral
Two mermaids burst into the room.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two krakens let the dog in.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two mermaids let the dog in.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two mermaids let the dog in.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two dragons cast bronze into a statue.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two unicorns put on a jacket.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two unicorns burst into the room.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two krakens spread the rumor.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two unicorns let the dog in.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two goblins let the dog in.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two zombies slit the envelope.	There was no zombie.	weak	unreal	unembedded	negative	two	neutral
Two krakens hurt others.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two goblins hit the lights.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two goblins read the letter.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two mermaids cut the ribbon.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two unicorns let the dog in.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two mermaids read the letter.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two trolls upset the boat.	There was no troll.	weak	unreal	unembedded	negative	two	neutral
Two griffins slit the envelope.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two zombies put the book on the shelf.	There was no zombie.	weak	unreal	unembedded	negative	two	neutral
Two dragons hit the lights.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two unicorns let the dog in.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two unicorns set the table.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two goblins hit the ball.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two vampires hit the ball.	There was no vampire.	weak	unreal	unembedded	negative	two	neutral
Two zombies read the letter.	There was no zombie.	weak	unreal	unembedded	negative	two	neutral
Two goblins cut the ribbon.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two unicorns broadcast the message.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
Two vampires slit the envelope.	There was no vampire.	weak	unreal	unembedded	negative	two	neutral
Two goblins hurt others.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two mermaids shut the door.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two goblins broadcast the message.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two krakens broadcast the message.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two griffins shut the door.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two griffins upset the boat.	There was no griffin.	weak	unreal	unembedded	negative	two	neutral
Two mermaids slit the envelope.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two goblins put the book on the shelf.	There was no goblin.	weak	unreal	unembedded	negative	two	neutral
Two vampires broadcast the message.	There was no vampire.	weak	unreal	unembedded	negative	two	neutral
Two mermaids cut the ribbon.	There was no mermaid.	weak	unreal	unembedded	negative	two	neutral
Two trolls cut the ribbon.	There was no troll.	weak	unreal	unembedded	negative	two	neutral
Two dragons burst into the room.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two krakens hit the ball.	There was no kraken.	weak	unreal	unembedded	negative	two	neutral
Two dragons put the book on the shelf.	There was no dragon.	weak	unreal	unembedded	negative	two	neutral
Two unicorns broadcast the message.	There was no unicorn.	weak	unreal	unembedded	negative	two	neutral
