premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context	context_label
According to folklore, krakens once roamed the lands freely. Every kraken read the letter.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, krakens were never real. Every kraken read the letter.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	anti
Every kraken read the letter.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, zombies once roamed the lands freely. Every zombie put the book on the shelf.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, zombies were never real. Every zombie put the book on the shelf.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	anti
Every zombie put the book on the shelf.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, mermaids once roamed the lands freely. Every mermaid spread the rumor.	There was no mermaid.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, mermaids were never real. Every mermaid spread the rumor.	There was no mermaid.	strong	unreal	unembedded	negative	every	neutral	anti
Every mermaid spread the rumor.	There was no mermaid.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, zombies once roamed the lands freely. Every zombie hit the lights.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, zombies were never real. Every zombie hit the lights.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	anti
Every zombie hit the lights.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, goblins once roamed the lands freely. Every goblin let the dog in.	There was no goblin.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, goblins were never real. Every goblin let the dog in.	There was no goblin.	strong	unreal	unembedded	negative	every	neutral	anti
Every goblin let the dog in.	There was no goblin.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, krakens once roamed the lands freely. Every kraken hit the gong.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, krakens were never real. Every kraken hit the gong.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	anti
Every kraken hit the gong.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, krakens once roamed the lands freely. Every kraken slit the envelope.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, krakens were never real. Every kraken slit the envelope.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	anti
Every kraken slit the envelope.	There was no kraken.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, mermaids once roamed the lands freely. Every mermaid upset the boat.	There was no mermaid.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, mermaids were never real. Every mermaid upset the boat.	There was no mermaid.	strong	unreal	unembedded	negative	every	neutral	anti
Every mermaid upset the boat.	There was no mermaid.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, dragons once roamed the lands freely. Every dragon cut the ribbon.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, dragons were never real. Every dragon cut the ribbon.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	anti
Every dragon cut the ribbon.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, dragons once roamed the lands freely. Every dragon thrust the fork into the cake.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, dragons were never real. Every dragon thrust the fork into the cake.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	anti
Every dragon thrust the fork into the cake.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, griffins once roamed the lands freely. Every griffin cut the ribbon.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, griffins were never real. Every griffin cut the ribbon.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	anti
Every griffin cut the ribbon.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, zombies once roamed the lands freely. Every zombie put on a jacket.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, zombies were never real. Every zombie put on a jacket.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	anti
Every zombie put on a jacket.	There was no zombie.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, griffins once roamed the lands freely. Every griffin cast bronze into a statue.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, griffins were never real. Every griffin cast bronze into a statue.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	anti
Every griffin cast bronze into a statue.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, griffins once roamed the lands freely. Every griffin thrust the fork into the cake.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, griffins were never real. Every griffin thrust the fork into the cake.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	anti
Every griffin thrust the fork into the cake.	There was no griffin.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, vampires once roamed the lands freely. Every vampire set the table.	There was no vampire.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, vampires were never real. Every vampire set the table.	There was no vampire.	strong	unreal	unembedded	negative	every	neutral	anti
Every vampire set the table.	There was no vampire.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, centaurs once roamed the lands freely. Every centaur upset the boat.	There was no centaur.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, centaurs were never real. Every centaur upset the boat.	There was no centaur.	strong	unreal	unembedded	negative	every	neutral	anti
Every centaur upset the boat.	There was no centaur.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, centaurs once roamed the lands freely. Every centaur thrust the fork into the cake.	There was no centaur.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, centaurs were never real. Every centaur thrust the fork into the cake.	There was no centaur.	strong	unreal	unembedded	negative	every	neutral	anti
Every centaur thrust the fork into the cake.	There was no centaur.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, dragons once roamed the lands freely. Every dragon put the book on the shelf.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	pro
According to historical records, dragons were never real. Every dragon put the book on the shelf.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	anti
Every dragon put the book on the shelf.	There was no dragon.	strong	unreal	unembedded	negative	every	neutral	neutral
According to folklore, mermaidss once roamed the lands freely. Most mermaids hurt others.	There was no mermaid.	strong	unreal	unembedded	negative	most	neutral	pro
According to historical records, mermaidss were never real. Most mermaids hurt others.	There was no mermaid.	strong	unreal	unembedded	negative	most	neutral	anti
Most mermaids hurt others.	There was no mermaid.	strong	unreal	unembedded	negative	most	neutral	neutral
According to folklore, vampiress once roamed the lands freely. Most vampires hit the ball.	There was no vampire.	strong	unreal	unembedded	negative	most	neutral	pro
